60
110
341
425
501
568
623
737
862
892
924
946
978
1007
1040
1068
1100
1158
1172
1186
1199
1214
1231
1279
1348
1425
1503
1568
1644
1689
1736
1777
1879
1916
1956
2031
2089
2184
